id,game_date,season,home_team_id,away_team_id,home_score,away_score
0022200001,2022-10-18,2022-23,1610612738,1610612755,126,117
0022200002,2022-10-18,2022-23,1610612744,1610612747,123,109
0022200005,2022-10-19,2022-23,1610612737,1610612745,117,107
0022200008,2022-10-19,2022-23,1610612761,1610612739,108,105
0022200006,2022-10-19,2022-23,1610612751,1610612740,108,130
0022200007,2022-10-19,2022-23,1610612748,1610612741,108,116
0022200013,2022-10-19,2022-23,1610612756,1610612742,107,105
0022200012,2022-10-19,2022-23,1610612762,1610612743,123,102
0022200010,2022-10-19,2022-23,1610612750,1610612760,115,108
0022200009,2022-10-19,2022-23,1610612763,1610612752,115,112
0022200003,2022-10-19,2022-23,1610612765,1610612753,113,109
0022200004,2022-10-19,2022-23,1610612754,1610612764,107,114
0022200014,2022-10-19,2022-23,1610612758,1610612757,108,115
0022200011,2022-10-19,2022-23,1610612759,1610612766,102,129
0022200016,2022-10-20,2022-23,1610612747,1610612746,97,103
0022200015,2022-10-20,2022-23,1610612755,1610612749,88,90
0022200020,2022-10-21,2022-23,1610612737,1610612753,108,98
0022200022,2022-10-21,2022-23,1610612748,1610612738,104,111
0022200017,2022-10-21,2022-23,1610612766,1610612740,112,124
0022200019,2022-10-21,2022-23,1610612764,1610612741,102,100
0022200026,2022-10-21,2022-23,1610612744,1610612743,123,128
0022200024,2022-10-21,2022-23,1610612745,1610612763,122,129
0022200025,2022-10-21,2022-23,1610612750,1610612762,126,132
0022200021,2022-10-21,2022-23,1610612751,1610612761,109,105
0022200023,2022-10-21,2022-23,1610612752,1610612765,130,106
0022200018,2022-10-21,2022-23,1610612754,1610612759,134,137
0022200027,2022-10-21,2022-23,1610612757,1610612756,113,111
0022200030,2022-10-22,2022-23,1610612753,1610612738,120,126
0022200032,2022-10-22,2022-23,1610612741,1610612739,96,128
0022200034,2022-10-22,2022-23,1610612742,1610612763,137,96
0022200035,2022-10-22,2022-23,1610612743,1610612760,122,117
0022200033,2022-10-22,2022-23,1610612749,1610612745,125,105
0022200036,2022-10-22,2022-23,1610612758,1610612746,109,111
0022200031,2022-10-22,2022-23,1610612748,1610612761,112,109
0022200029,2022-10-22,2022-23,1610612754,1610612765,124,115
0022200028,2022-10-22,2022-23,1610612755,1610612759,105,114
0022200038,2022-10-23,2022-23,1610612737,1610612766,109,126
0022200039,2022-10-23,2022-23,1610612739,1610612764,117,107
0022200040,2022-10-23,2022-23,1610612740,1610612762,121,122
0022200042,2022-10-23,2022-23,1610612744,1610612758,130,125
0022200043,2022-10-23,2022-23,1610612746,1610612756,95,112
0022200037,2022-10-23,2022-23,1610612747,1610612757,104,106
0022200041,2022-10-23,2022-23,1610612760,1610612750,106,116
0022200047,2022-10-24,2022-23,1610612741,1610612738,120,102
0022200051,2022-10-24,2022-23,1610612757,1610612743,135,110
0022200048,2022-10-24,2022-23,1610612745,1610612762,114,108
0022200045,2022-10-24,2022-23,1610612748,1610612761,90,98
