id,game_date,season,home_team_id,away_team_id,home_score,away_score
0022300061,2023-10-24,2023-24,1610612743,1610612747,119,107
0022300062,2023-10-24,2023-24,1610612744,1610612756,104,108
0022300063,2023-10-25,2023-24,1610612766,1610612737,116,110
0022300065,2023-10-25,2023-24,1610612752,1610612738,104,108
0022300067,2023-10-25,2023-24,1610612751,1610612739,113,114
0022300071,2023-10-25,2023-24,1610612763,1610612740,104,111
0022300070,2023-10-25,2023-24,1610612741,1610612760,104,124
0022300073,2023-10-25,2023-24,1610612759,1610612742,119,126
0022300066,2023-10-25,2023-24,1610612753,1610612745,116,86
0022300074,2023-10-25,2023-24,1610612746,1610612757,123,111
0022300068,2023-10-25,2023-24,1610612748,1610612765,103,102
0022300069,2023-10-25,2023-24,1610612761,1610612750,97,94
0022300064,2023-10-25,2023-24,1610612754,1610612764,143,120
0022300072,2023-10-25,2023-24,1610612762,1610612758,114,130
0022300076,2023-10-26,2023-24,1610612747,1610612756,100,95
0022300075,2023-10-26,2023-24,1610612749,1610612755,118,117
0022300079,2023-10-27,2023-24,1610612737,1610612752,120,126
0022300080,2023-10-27,2023-24,1610612738,1610612748,119,111
0022300081,2023-10-27,2023-24,1610612739,1610612760,105,108
0022300082,2023-10-27,2023-24,1610612741,1610612761,104,103
0022300084,2023-10-27,2023-24,1610612742,1610612751,125,120
0022300078,2023-10-27,2023-24,1610612763,1610612743,104,108
0022300087,2023-10-27,2023-24,1610612758,1610612744,114,122
0022300083,2023-10-27,2023-24,1610612759,1610612745,126,122
0022300085,2023-10-27,2023-24,1610612762,1610612746,120,118
0022300086,2023-10-27,2023-24,1610612757,1610612753,97,102
0022300077,2023-10-27,2023-24,1610612766,1610612765,99,111
0022300091,2023-10-28,2023-24,1610612739,1610612754,113,125
0022300090,2023-10-28,2023-24,1610612740,1610612752,96,87
0022300088,2023-10-28,2023-24,1610612765,1610612741,118,102
0022300093,2023-10-28,2023-24,1610612750,1610612748,106,90
0022300092,2023-10-28,2023-24,1610612761,1610612755,107,114
0022300094,2023-10-28,2023-24,1610612756,1610612762,126,104
0022300089,2023-10-28,2023-24,1610612764,1610612763,113,106
0022300097,2023-10-29,2023-24,1610612749,1610612737,110,127
0022300095,2023-10-29,2023-24,1610612760,1610612743,95,128
0022300096,2023-10-29,2023-24,1610612745,1610612744,95,106
0022300099,2023-10-29,2023-24,1610612746,1610612759,123,83
0022300100,2023-10-29,2023-24,1610612758,1610612747,132,127
0022300098,2023-10-29,2023-24,1610612755,1610612757,126,98
0022300104,2023-10-30,2023-24,1610612737,1610612750,127,113
0022300103,2023-10-30,2023-24,1610612764,1610612738,107,126
0022300108,2023-10-30,2023-24,1610612740,1610612744,102,130
0022300102,2023-10-30,2023-24,1610612754,1610612741,105,112
0022300106,2023-10-30,2023-24,1610612763,1610612742,110,125
0022300110,2023-10-30,2023-24,1610612743,1610612762,110,102
0022300111,2023-10-30,2023-24,1610612747,1610612753,106,103
0022300107,2023-10-30,2023-24,1610612749,1610612748,122,114
0022300101,2023-10-30,2023-24,1610612766,1610612751,121,133
0022300105,2023-10-30,2023-24,1610612761,1610612757,91,99
0022300109,2023-10-30,2023-24,1610612760,1610612765,124,112
0022300112,2023-10-31,2023-24,1610612739,1610612752,91,109
0022300114,2023-10-31,2023-24,1610612746,1610612753,118,102
0022300113,2023-10-31,2023-24,1610612756,1610612759,114,115
0022300117,2023-11-01,2023-24,1610612737,1610612764,130,121
0022300118,2023-11-01,2023-24,1610612738,1610612754,155,104
0022300120,2023-11-01,2023-24,1610612752,1610612739,89,95
0022300121,2023-11-01,2023-24,1610612760,1610612740,106,110
0022300124,2023-11-01,2023-24,1610612742,1610612741,114,105
0022300123,2023-11-01,2023-24,1610612750,1610612743,110,89
0022300126,2023-11-01,2023-24,1610612744,1610612758,102,101
0022300122,2023-11-01,2023-24,1610612745,1610612766,128,119
0022300127,2023-11-01,2023-24,1610612747,1610612746,130,125
0022300119,2023-11-01,2023-24,1610612748,1610612751,105,109
0022300116,2023-11-01,2023-24,1610612761,1610612749,130,111
0022300115,2023-11-01,2023-24,1610612765,1610612757,101,110
0022300125,2023-11-01,2023-24,1610612762,1610612763,133,109
0022300129,2023-11-02,2023-24,1610612740,1610612765,125,116
0022300130,2023-11-02,2023-24,1610612762,1610612753,113,115
0022300128,2023-11-02,2023-24,1610612755,1610612761,114,99
0022300131,2023-11-02,2023-24,1610612756,1610612759,121,132
0022300001,2023-11-03,2023-24,1610612754,1610612739,121,116
0022300004,2023-11-03,2023-24,1610612741,1610612751,107,109
0022300006,2023-11-03,2023-24,1610612743,1610612742,125,114
0022300005,2023-11-03,2023-24,1610612760,1610612744,139,141
0022300003,2023-11-03,2023-24,1610612748,1610612764,121,114
0022300002,2023-11-03,2023-24,1610612749,1610612752,110,105
0022300007,2023-11-03,2023-24,1610612757,1610612763,115,113
0022300135,2023-11-04,2023-24,1610612740,1610612737,105,123
0022300136,2023-11-04,2023-24,1610612751,1610612738,114,124
0022300139,2023-11-04,2023-24,1610612743,1610612741,123,101
0022300137,2023-11-04,2023-24,1610612745,1610612758,107,89
0022300134,2023-11-04,2023-24,1610612753,1610612747,120,101
0022300138,2023-11-04,2023-24,1610612750,1610612762,123,95
0022300133,2023-11-04,2023-24,1610612754,1610612766,124,125
0022300132,2023-11-04,2023-24,1610612755,1610612756,112,100
0022300142,2023-11-05,2023-24,1610612739,1610612744,115,104
0022300143,2023-11-05,2023-24,1610612742,1610612766,124,118
0022300140,2023-11-05,2023-24,1610612765,1610612756,106,120
0022300144,2023-11-05,2023-24,1610612757,1610612763,100,112
0022300141,2023-11-05,2023-24,1610612759,1610612761,116,123
0022300155,2023-11-06,2023-24,1610612760,1610612737,126,117
0022300154,2023-11-06,2023-24,1610612750,1610612738,114,109
0022300156,2023-11-06,2023-24,1610612743,1610612740,134,116
0022300152,2023-11-06,2023-24,1610612741,1610612762,130,113
0022300147,2023-11-06,2023-24,1610612753,1610612742,102,117
0022300145,2023-11-06,2023-24,1610612765,1610612744,109,120
0022300153,2023-11-06,2023-24,1610612745,1610612758,122,97
0022300151,2023-11-06,2023-24,1610612752,1610612746,111,97
0022300150,2023-11-06,2023-24,1610612748,1610612747,108,107
0022300149,2023-11-06,2023-24,1610612751,1610612749,125,129
0022300146,2023-11-06,2023-24,1610612754,1610612759,152,111
0022300148,2023-11-06,2023-24,1610612755,1610612764,146,128
0022300159,2023-11-08,2023-24,1610612755,1610612738,106,103
0022300167,2023-11-08,2023-24,1610612760,1610612739,128,120
0022300166,2023-11-08,2023-24,1610612750,1610612740,122,101
0022300162,2023-11-08,2023-24,1610612741,1610612756,115,116
