id,game_date,season,home_team_id,away_team_id,home_score,away_score
0022100002,2021-10-19,2021-22,1610612747,1610612744,114,121
0022100001,2021-10-19,2021-22,1610612749,1610612751,127,104
0022100005,2021-10-20,2021-22,1610612752,1610612738,138,134
0022100007,2021-10-20,2021-22,1610612763,1610612739,132,121
0022100009,2021-10-20,2021-22,1610612740,1610612755,97,117
0022100004,2021-10-20,2021-22,1610612765,1610612741,88,94
0022100012,2021-10-20,2021-22,1610612756,1610612743,98,110
0022100008,2021-10-20,2021-22,1610612750,1610612745,124,106
0022100010,2021-10-20,2021-22,1610612759,1610612753,123,97
0022100003,2021-10-20,2021-22,1610612766,1610612754,123,122
0022100013,2021-10-20,2021-22,1610612757,1610612758,121,124
0022100011,2021-10-20,2021-22,1610612762,1610612760,107,86
0022100006,2021-10-20,2021-22,1610612761,1610612764,83,98
0022100014,2021-10-21,2021-22,1610612737,1610612742,113,87
0022100016,2021-10-21,2021-22,1610612744,1610612746,115,113
0022100015,2021-10-21,2021-22,1610612748,1610612749,137,95
0022100020,2021-10-22,2021-22,1610612738,1610612761,83,115
0022100017,2021-10-22,2021-22,1610612739,1610612766,112,123
0022100022,2021-10-22,2021-22,1610612741,1610612740,128,112
0022100024,2021-10-22,2021-22,1610612743,1610612759,102,96
0022100023,2021-10-22,2021-22,1610612745,1610612760,124,91
0022100025,2021-10-22,2021-22,1610612747,1610612756,105,115
0022100021,2021-10-22,2021-22,1610612755,1610612751,109,114
0022100018,2021-10-22,2021-22,1610612753,1610612752,96,121
0022100019,2021-10-22,2021-22,1610612764,1610612754,135,134
0022100026,2021-10-22,2021-22,1610612758,1610612762,101,110
0022100027,2021-10-23,2021-22,1610612739,1610612737,101,95
0022100031,2021-10-23,2021-22,1610612750,1610612740,96,89
0022100030,2021-10-23,2021-22,1610612741,1610612765,97,82
0022100029,2021-10-23,2021-22,1610612761,1610612742,95,103
0022100034,2021-10-23,2021-22,1610612746,1610612763,114,120
0022100028,2021-10-23,2021-22,1610612754,1610612748,102,91
0022100032,2021-10-23,2021-22,1610612759,1610612749,111,121
0022100033,2021-10-23,2021-22,1610612757,1610612756,134,105
0022100037,2021-10-24,2021-22,1610612745,1610612738,97,107
0022100039,2021-10-24,2021-22,1610612758,1610612744,107,119
0022100040,2021-10-24,2021-22,1610612747,1610612763,121,118
0022100035,2021-10-24,2021-22,1610612751,1610612766,95,111
0022100036,2021-10-24,2021-22,1610612752,1610612753,104,110
0022100038,2021-10-24,2021-22,1610612760,1610612755,103,115
0022100043,2021-10-25,2021-22,1610612737,1610612765,122,104
0022100041,2021-10-25,2021-22,1610612766,1610612738,129,140
0022100048,2021-10-25,2021-22,1610612743,1610612739,87,99
0022100047,2021-10-25,2021-22,1610612750,1610612740,98,107
0022100046,2021-10-25,2021-22,1610612761,1610612741,108,111
0022100049,2021-10-25,2021-22,1610612746,1610612757,116,86
0022100045,2021-10-25,2021-22,1610612748,1610612753,107,90
0022100042,2021-10-25,2021-22,1610612754,1610612749,109,119
0022100044,2021-10-25,2021-22,1610612751,1610612764,104,90
0022100052,2021-10-26,2021-22,1610612742,1610612745,116,106
0022100054,2021-10-26,2021-22,1610612762,1610612743,122,110
0022100051,2021-10-26,2021-22,1610612760,1610612744,98,106
0022100053,2021-10-26,2021-22,1610612759,1610612747,121,125
0022100050,2021-10-26,2021-22,1610612752,1610612755,112,99
