id,game_date,season,home_team_id,away_team_id,home_score,away_score
0022000001,2020-12-22,2020-21,1610612751,1610612744,125,99
0022000002,2020-12-22,2020-21,1610612747,1610612746,109,116
0022000015,2020-12-23,2020-21,1610612741,1610612737,104,124
0022000003,2020-12-23,2020-21,1610612738,1610612749,122,121
0022000010,2020-12-23,2020-21,1610612739,1610612766,121,114
0022000014,2020-12-23,2020-21,1610612761,1610612740,99,113
0022000004,2020-12-23,2020-21,1610612756,1610612742,106,102
0022000019,2020-12-23,2020-21,1610612743,1610612758,122,124
0022000012,2020-12-23,2020-21,1610612753,1610612748,113,107
0022000018,2020-12-23,2020-21,1610612750,1610612765,111,101
0022000011,2020-12-23,2020-21,1610612754,1610612752,121,107
0022000013,2020-12-23,2020-21,1610612755,1610612764,113,107
0022000020,2020-12-23,2020-21,1610612757,1610612762,100,120
0022000017,2020-12-23,2020-21,1610612763,1610612759,119,131
0022000007,2020-12-25,2020-21,1610612738,1610612751,95,123
0022000005,2020-12-25,2020-21,1610612748,1610612740,111,98
0022000008,2020-12-25,2020-21,1610612747,1610612742,138,115
0022000009,2020-12-25,2020-21,1610612743,1610612746,108,121
0022000006,2020-12-25,2020-21,1610612749,1610612744,138,99
0022000021,2020-12-26,2020-21,1610612763,1610612737,112,122
0022000023,2020-12-26,2020-21,1610612765,1610612739,119,128
0022000026,2020-12-26,2020-21,1610612741,1610612754,106,125
0022000029,2020-12-26,2020-21,1610612757,1610612745,128,126
0022000028,2020-12-26,2020-21,1610612762,1610612750,111,116
0022000025,2020-12-26,2020-21,1610612752,1610612755,89,109
0022000024,2020-12-26,2020-21,1610612764,1610612753,120,130
0022000030,2020-12-26,2020-21,1610612758,1610612756,106,103
0022000027,2020-12-26,2020-21,1610612759,1610612761,119,114
0022000022,2020-12-26,2020-21,1610612766,1610612760,107,109
0022000037,2020-12-27,2020-21,1610612754,1610612738,108,107
0022000035,2020-12-27,2020-21,1610612739,1610612755,118,94
