game_id,player_id,team_id,season,minutes,points,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,plus_minus
0022000001,1626172,1610612744,2020-21,11,4,2,0,2,0,0,0,2,3,2,4,0.5,0,0,,0,1,0.0,-10
0022000002,1629599,1610612746,2020-21,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,-2
0022000002,202693,1610612747,2020-21,19,5,4,1,3,1,0,0,0,0,1,3,0.333,1,2,0.5,2,3,0.667,14
0022000002,1629659,1610612747,2020-21,11,6,1,0,1,0,1,0,1,3,2,2,1.0,0,0,,2,2,1.0,7
0022000001,203925,1610612751,2020-21,21,10,7,2,5,2,0,1,2,2,4,8,0.5,2,5,0.4,0,0,,21
0022000001,1629672,1610612744,2020-21,22,6,1,1,0,0,0,1,0,1,2,6,0.333,1,1,1.0,1,2,0.5,-28
0022000002,201587,1610612746,2020-21,28,3,6,1,5,6,2,0,1,2,1,4,0.25,1,3,0.333,0,0,,-2
0022000002,201976,1610612746,2020-21,22,10,6,4,2,3,0,0,2,4,4,9,0.444,2,5,0.4,0,0,,10
0022000002,202335,1610612746,2020-21,20,3,3,1,2,1,2,0,1,2,1,5,0.2,1,4,0.25,0,0,,9
0022000002,203484,1610612747,2020-21,23,9,2,0,2,1,2,1,2,2,2,4,0.5,1,3,0.333,4,4,1.0,-9
0022000001,204020,1610612751,2020-21,6,0,1,1,0,0,1,0,0,0,0,1,0.0,0,0,,0,0,,-12
0022000001,1628971,1610612751,2020-21,8,2,1,0,1,1,0,0,2,1,1,3,0.333,0,1,0.0,0,0,,-7
0022000001,201939,1610612744,2020-21,30,20,4,3,1,10,2,0,3,1,7,21,0.333,2,10,0.2,4,4,1.0,-23
0022000001,203145,1610612744,2020-21,12,2,2,0,2,2,1,0,2,3,1,2,0.5,0,1,0.0,0,0,,-3
0022000001,1627814,1610612744,2020-21,12,3,7,1,6,2,0,0,0,0,1,2,0.5,1,1,1.0,0,0,,8
0022000001,1629673,1610612744,2020-21,18,2,2,0,2,3,0,0,2,2,1,4,0.25,0,1,0.0,0,0,,-3
0022000001,1630164,1610612744,2020-21,24,19,6,1,5,0,2,0,1,2,7,13,0.538,1,1,1.0,4,8,0.5,-10
0022000002,101150,1610612746,2020-21,26,11,2,0,2,3,0,0,1,2,4,9,0.444,2,4,0.5,1,3,0.333,1
0022000002,202331,1610612746,2020-21,36,33,6,0,6,3,1,0,5,3,13,18,0.722,5,8,0.625,2,2,1.0,17
0022000002,202704,1610612746,2020-21,3,0,1,0,1,0,0,0,0,1,0,3,0.0,0,2,0.0,0,0,,-1
0022000002,202083,1610612747,2020-21,11,0,0,0,0,0,1,0,0,0,0,2,0.0,0,2,0.0,0,0,,-18
0022000002,1628398,1610612747,2020-21,27,15,1,0,1,0,0,0,2,2,6,11,0.545,1,3,0.333,2,2,1.0,1
0022000001,1627747,1610612751,2020-21,25,20,9,1,8,5,2,1,2,1,6,17,0.353,3,5,0.6,5,6,0.833,18
0022000001,1627789,1610612751,2020-21,7,5,2,1,1,0,0,0,1,2,2,6,0.333,1,3,0.333,0,0,,-9
0022000001,202954,1610612744,2020-21,22,3,1,0,1,3,0,0,1,2,0,2,0.0,0,1,0.0,3,4,0.75,1
0022000001,203952,1610612744,2020-21,31,13,2,0,2,1,0,1,4,4,4,16,0.25,2,6,0.333,3,4,0.75,-28
0022000001,1626162,1610612744,2020-21,26,6,7,4,3,2,1,2,3,1,3,14,0.214,0,6,0.0,0,0,,-28
0022000001,1628539,1610612744,2020-21,7,8,1,0,1,0,0,0,0,0,3,3,1.0,2,2,1.0,0,0,,9
0022000002,201586,1610612746,2020-21,21,15,6,2,4,0,0,1,1,3,5,7,0.714,2,3,0.667,3,5,0.6,-8
0022000002,202695,1610612746,2020-21,34,26,2,0,2,3,2,0,3,5,10,26,0.385,1,8,0.125,5,5,1.0,1
0022000002,1628379,1610612746,2020-21,21,4,2,0,2,2,2,1,1,3,2,6,0.333,0,3,0.0,0,0,,-3
0022000002,201188,1610612747,2020-21,12,0,1,0,1,1,0,0,1,5,0,0,,0,0,,0,0,,-8
