game_id,team_id,team_tricode,is_home,points,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,offensive_rating,defensive_rating,net_rating,pace,pie,season
0022401153,1610612760,OKC,True,136,44,15,29,26,9,5,6,26,52,104,0.5,18,37,0.486,14,20,0.7,136.0,121.2,14.8,99.5,,2024-25
0022401153,1610612747,LAL,False,120,45,12,33,21,2,6,18,15,37,80,0.463,18,40,0.45,28,37,0.757,121.2,136.0,-14.8,99.5,,2024-25
0022400523,1610612762,UTA,True,92,49,11,38,20,9,7,16,15,33,83,0.398,11,36,0.306,15,17,0.882,94.8,101.0,-6.2,96.5,,2024-25
0022400523,1610612748,MIA,False,97,49,13,36,26,10,7,14,12,36,91,0.396,14,50,0.28,11,15,0.733,101.0,94.8,6.2,96.5,,2024-25
0022401066,1610612758,SAC,True,128,46,9,37,24,8,3,20,23,48,74,0.649,10,27,0.37,22,27,0.815,132.0,110.3,21.6,97.0,,2024-25
0022401066,1610612757,POR,False,107,32,15,17,23,11,3,10,20,35,88,0.398,16,50,0.32,21,26,0.808,110.3,132.0,-21.6,97.0,,2024-25
0022400724,1610612760,OKC,True,140,46,17,29,24,15,4,5,23,52,102,0.51,12,42,0.286,24,27,0.889,135.9,104.8,31.1,103.5,,2024-25
0022400724,1610612756,PHX,False,109,35,3,32,24,3,2,18,17,33,70,0.471,14,36,0.389,29,33,0.879,104.8,135.9,-31.1,103.5,,2024-25
0022400648,1610612766,CHA,True,107,34,10,24,26,11,3,14,19,39,87,0.448,14,36,0.389,15,18,0.833,111.5,117.9,-6.4,95.5,,2024-25
0022400648,1610612747,LAL,False,112,48,12,36,22,9,5,16,18,44,86,0.512,6,28,0.214,18,24,0.75,117.9,111.5,6.4,95.5,,2024-25
0022400007,1610612744,GSW,True,120,50,18,32,29,13,7,12,18,45,94,0.479,14,41,0.341,16,27,0.593,116.5,112.5,4.0,103.5,,2024-25
0022400007,1610612742,DAL,False,117,40,8,32,26,6,1,17,23,44,84,0.524,11,34,0.324,18,24,0.75,112.5,116.5,-4.0,103.5,,2024-25
0022400183,1610612759,SAS,True,118,45,12,33,35,9,4,15,15,44,82,0.537,16,39,0.41,14,18,0.778,125.5,110.5,15.0,94.5,,2024-25
0022400183,1610612757,POR,False,105,41,14,27,23,7,3,14,14,41,86,0.477,9,32,0.281,14,22,0.636,110.5,125.5,-15.0,94.5,,2024-25
0022400548,1610612764,WAS,True,106,34,8,26,27,13,3,11,18,40,91,0.44,17,40,0.425,9,15,0.6,106.0,118.8,-12.8,100.5,,2024-25
0022400548,1610612750,MIN,False,120,53,14,39,20,8,6,18,15,41,83,0.494,14,37,0.378,24,31,0.774,118.8,106.0,12.8,100.5,,2024-25
0022400406,1610612742,DAL,True,99,43,11,32,15,6,8,12,13,36,87,0.414,16,43,0.372,11,11,1.0,108.8,112.9,-4.1,92.0,,2024-25
0022400406,1610612750,MIN,False,105,46,8,38,23,8,5,10,14,40,86,0.465,14,32,0.438,11,13,0.846,112.9,108.8,4.1,92.0,,2024-25
0022400412,1610612764,WAS,True,113,43,8,35,25,9,7,11,19,39,91,0.429,14,44,0.318,21,28,0.75,106.6,104.8,1.8,105.5,,2024-25
0022400412,1610612766,CHA,False,110,50,11,39,31,6,4,18,23,41,94,0.436,17,42,0.405,11,14,0.786,104.8,106.6,-1.8,105.5,,2024-25
0022401188,1610612751,BKN,True,105,42,6,36,21,4,2,18,24,38,74,0.514,12,35,0.343,17,25,0.68,108.2,115.3,-7.1,97.5,,2024-25
0022401188,1610612752,NYK,False,113,40,10,30,27,10,3,11,25,37,86,0.43,16,42,0.381,23,26,0.885,115.3,108.2,7.1,97.5,,2024-25
0022400398,1610612741,CHI,True,91,46,9,37,27,9,1,15,15,36,90,0.4,10,48,0.208,9,12,0.75,90.1,109.8,-19.7,101.5,,2024-25
0022400398,1610612749,MIL,False,112,49,7,42,24,7,1,13,16,40,87,0.46,18,43,0.419,14,17,0.824,109.8,90.1,19.7,101.5,,2024-25
0022400606,1610612751,BKN,True,95,47,14,33,21,4,9,16,18,32,86,0.372,12,40,0.3,19,25,0.76,100.0,104.2,-4.2,95.0,,2024-25
0022400606,1610612752,NYK,False,99,42,9,33,29,11,3,10,20,40,87,0.46,8,28,0.286,11,14,0.786,104.2,100.0,4.2,95.0,,2024-25
0022400111,1610612756,PHX,True,109,46,9,37,21,7,11,10,22,40,87,0.46,11,36,0.306,18,20,0.9,113.5,108.2,5.3,96.5,,2024-25
0022400111,1610612747,LAL,False,105,46,11,35,25,5,6,11,19,39,94,0.415,14,32,0.438,13,18,0.722,108.2,113.5,-5.3,96.5,,2024-25
0022400618,1610612760,OKC,True,123,39,13,26,20,15,4,10,23,44,95,0.463,12,39,0.308,23,25,0.92,118.3,110.7,7.6,103.5,,2024-25
0022400618,1610612762,UTA,False,114,52,23,29,25,3,6,27,20,42,90,0.467,14,37,0.378,16,24,0.667,110.7,118.3,-7.6,103.5,,2024-25
0022400918,1610612738,BOS,True,111,43,11,32,24,9,5,9,11,40,84,0.476,13,38,0.342,18,25,0.72,118.1,106.3,11.8,94.5,,2024-25
0022400918,1610612747,LAL,False,101,45,9,36,18,6,1,12,17,39,87,0.448,14,40,0.35,9,14,0.643,106.3,118.1,-11.8,94.5,,2024-25
0022400175,1610612740,NOP,True,122,33,8,25,21,8,8,9,14,42,88,0.477,13,27,0.481,25,28,0.893,124.5,131.0,-6.5,99.0,,2024-25
0022400175,1610612739,CLE,False,131,46,12,34,33,6,10,11,21,52,96,0.542,17,35,0.486,10,13,0.769,131.0,124.5,6.5,99.0,,2024-25
0022401065,1610612762,UTA,True,110,33,3,30,29,5,5,16,20,43,79,0.544,11,23,0.478,13,17,0.765,113.4,123.5,-10.1,97.5,,2024-25
0022401065,1610612745,HOU,False,121,51,18,33,26,7,5,9,14,47,102,0.461,12,37,0.324,15,19,0.789,123.5,113.4,10.1,97.5,,2024-25
0022400893,1610612739,CLE,True,112,47,10,37,26,7,4,13,19,41,87,0.471,14,40,0.35,16,22,0.727,113.1,108.1,5.1,99.0,,2024-25
0022400893,1610612748,MIA,False,107,42,9,33,29,7,2,13,19,36,83,0.434,13,36,0.361,22,25,0.88,108.1,113.1,-5.1,99.0,,2024-25
0022400855,1610612741,CHI,True,125,45,10,35,32,11,4,11,16,45,101,0.446,13,49,0.265,22,25,0.88,113.6,103.6,10.0,100.08,,2024-25
0022400855,1610612761,TOR,False,115,51,16,35,30,4,3,14,21,43,103,0.417,13,37,0.351,16,20,0.8,103.6,113.6,-10.0,100.08,,2024-25
0022400011,1610612761,TOR,True,95,53,17,36,21,7,6,14,13,35,97,0.361,8,31,0.258,17,22,0.773,95.0,97.1,-2.1,101.0,,2024-25
0022400011,1610612765,DET,False,99,56,14,42,24,8,8,13,16,39,95,0.411,8,38,0.211,13,20,0.65,97.1,95.0,2.1,101.0,,2024-25
0022401147,1610612739,CLE,True,135,45,16,29,35,13,3,12,15,51,100,0.51,25,50,0.5,8,13,0.615,132.4,108.7,23.7,103.0,,2024-25
0022401147,1610612741,CHI,False,113,45,12,33,26,9,3,20,15,41,86,0.477,15,43,0.349,16,19,0.842,108.7,132.4,-23.7,103.0,,2024-25
0022400597,1610612757,POR,True,113,50,14,36,21,7,6,17,19,42,89,0.472,9,31,0.29,20,25,0.8,113.0,100.0,13.0,101.0,,2024-25
0022400597,1610612741,CHI,False,102,36,8,28,21,10,7,14,19,36,81,0.444,8,29,0.276,22,26,0.846,100.0,113.0,-13.0,101.0,,2024-25
0022401203,1610612760,OKC,True,118,52,17,35,29,14,5,13,17,46,101,0.455,20,50,0.4,6,7,0.857,118.0,104.0,14.0,100.0,,2024-25
0022401203,1610612742,DAL,False,104,44,7,37,25,10,2,18,12,38,80,0.475,15,36,0.417,13,19,0.684,104.0,118.0,-14.0,100.0,,2024-25
0022400969,1610612765,DET,True,107,39,6,33,29,8,3,17,21,42,88,0.477,14,33,0.424,9,13,0.692,102.9,107.6,-4.7,104.5,,2024-25
0022400969,1610612760,OKC,False,113,44,10,34,17,11,8,17,20,43,89,0.483,10,34,0.294,17,22,0.773,107.6,102.9,4.7,104.5,,2024-25
0022400333,1610612755,PHI,True,102,37,10,27,23,11,0,15,19,38,79,0.481,7,26,0.269,19,29,0.655,107.4,97.9,9.5,95.5,,2024-25
0022400333,1610612753,ORL,False,94,38,8,30,21,8,6,19,23,33,78,0.423,13,46,0.283,15,17,0.882,97.9,107.4,-9.5,95.5,,2024-25
0022400750,1610612758,SAC,True,123,51,11,40,24,10,7,18,22,43,91,0.473,11,41,0.268,26,33,0.788,110.8,106.3,4.5,111.0,,2024-25
0022400750,1610612740,NOP,False,118,39,5,34,27,12,8,16,24,43,90,0.478,14,36,0.389,18,25,0.72,106.3,110.8,-4.5,111.0,,2024-25
0022400610,1610612747,LAL,True,111,50,7,43,30,6,10,10,11,43,90,0.478,11,34,0.324,14,18,0.778,112.1,87.1,25.0,100.0,,2024-25
0022400610,1610612764,WAS,False,88,46,9,37,25,8,8,11,18,34,95,0.358,11,43,0.256,9,13,0.692,87.1,112.1,-25.0,100.0,,2024-25
0022400950,1610612763,MEM,True,122,39,5,34,30,15,6,9,21,43,94,0.457,20,44,0.455,16,21,0.762,115.1,106.5,8.6,107.0,,2024-25
0022400950,1610612762,UTA,False,115,60,17,43,24,6,8,23,17,42,90,0.467,12,34,0.353,19,28,0.679,106.5,115.1,-8.6,107.0,,2024-25
0022400059,1610612758,SAC,True,120,34,10,24,33,7,8,10,20,47,91,0.516,14,30,0.467,12,20,0.6,127.7,116.8,10.8,94.5,,2024-25
0022400059,1610612745,HOU,False,111,53,18,35,14,6,1,15,23,41,93,0.441,14,39,0.359,15,21,0.714,116.8,127.7,-10.8,94.5,,2024-25
0022400417,1610612757,POR,True,122,43,9,34,26,10,8,11,20,45,89,0.506,15,38,0.395,17,22,0.773,123.2,121.2,2.0,99.0,,2024-25
0022400417,1610612762,UTA,False,120,46,11,35,26,9,5,13,16,41,86,0.477,21,42,0.5,17,25,0.68,121.2,123.2,-2.0,99.0,,2024-25
0022400616,1610612763,MEM,True,132,40,13,27,36,9,6,16,30,49,98,0.5,21,47,0.447,13,14,0.929,126.9,115.4,11.5,104.0,,2024-25
0022400616,1610612766,CHA,False,120,33,11,22,27,9,4,16,19,41,86,0.477,11,31,0.355,27,32,0.844,115.4,126.9,-11.5,104.0,,2024-25
0022400324,1610612746,LAC,True,80,46,10,36,13,7,2,21,16,29,83,0.349,11,40,0.275,11,13,0.846,80.0,106.9,-26.9,100.5,,2024-25
0022400324,1610612750,MIN,False,108,50,7,43,31,15,5,14,16,41,85,0.482,16,44,0.364,10,18,0.556,106.9,80.0,26.9,100.5,,2024-25
0022400218,1610612751,BKN,True,114,34,3,31,26,4,3,12,20,40,79,0.506,19,43,0.442,15,18,0.833,117.5,143.3,-25.8,97.0,,2024-25
0022400218,1610612738,BOS,False,139,45,12,33,35,7,6,7,17,50,93,0.538,22,46,0.478,17,24,0.708,143.3,117.5,25.8,97.0,,2024-25
0022400094,1610612759,SAS,True,109,49,10,39,23,6,7,17,18,39,79,0.494,8,20,0.4,23,28,0.821,113.5,111.6,2.0,95.5,,2024-25
0022400094,1610612745,HOU,False,106,34,8,26,21,10,3,10,24,38,92,0.413,13,41,0.317,17,21,0.81,111.6,113.5,-2.0,95.5,,2024-25
0022400496,1610612752,NYK,True,94,38,11,27,16,4,3,12,18,36,81,0.444,4,22,0.182,18,22,0.818,103.3,113.2,-9.9,91.0,,2024-25
0022400496,1610612753,ORL,False,103,39,9,30,23,7,5,9,19,39,78,0.5,11,31,0.355,14,18,0.778,113.2,103.3,9.9,91.0,,2024-25
0022400726,1610612743,DEN,True,144,51,13,38,40,9,4,7,21,57,100,0.57,16,43,0.372,14,15,0.933,139.8,113.3,26.5,104.0,,2024-25
0022400726,1610612740,NOP,False,119,38,10,28,26,5,3,11,10,43,93,0.462,10,29,0.345,23,26,0.885,113.3,139.8,-26.5,104.0,,2024-25
0022400477,1610612747,LAL,True,119,56,17,39,28,4,6,18,21,43,88,0.489,13,30,0.433,20,25,0.8,121.4,102.0,19.4,99.0,,2024-25
0022400477,1610612737,ATL,False,102,39,13,26,22,10,3,8,22,41,100,0.41,6,34,0.176,14,18,0.778,102.0,121.4,-19.4,99.0,,2024-25
0022400421,1610612751,BKN,True,87,45,12,33,22,8,4,16,22,35,90,0.389,12,41,0.293,5,8,0.625,93.5,101.1,-7.5,94.0,,2024-25
0022400421,1610612759,SAS,False,96,43,11,32,26,10,8,13,11,32,78,0.41,12,28,0.429,20,27,0.741,101.1,93.5,7.5,94.0,,2024-25
0022400519,1610612753,ORL,True,89,47,13,34,21,4,10,14,22,33,87,0.379,10,40,0.25,13,19,0.684,95.7,113.0,-17.3,92.5,,2024-25
0022400519,1610612750,MIN,False,104,50,14,36,21,9,4,8,19,34,85,0.4,12,34,0.353,24,31,0.774,113.0,95.7,17.3,92.5,,2024-25
0022400866,1610612738,BOS,True,110,45,10,35,26,7,4,14,18,37,78,0.474,14,34,0.412,22,27,0.815,118.3,108.4,9.9,94.0,,2024-25
0022400866,1610612743,DEN,False,103,38,8,30,27,11,2,11,18,41,86,0.477,12,35,0.343,9,13,0.692,108.4,118.3,-9.9,94.0,,2024-25
0022400935,1610612763,MEM,True,120,39,11,28,26,9,7,13,22,40,86,0.465,17,46,0.37,23,27,0.852,122.4,119.2,3.3,98.5,,2024-25
0022400935,1610612756,PHX,False,118,46,15,31,31,6,2,16,22,41,90,0.456,20,38,0.526,16,22,0.727,119.2,122.4,-3.3,98.5,,2024-25
0022400135,1610612737,ATL,True,115,40,8,32,30,8,4,13,22,41,92,0.446,19,50,0.38,14,18,0.778,110.6,118.3,-7.7,104.0,,2024-25
0022400135,1610612758,SAC,False,123,51,10,41,28,9,4,14,21,43,89,0.483,11,33,0.333,26,30,0.867,118.3,110.6,7.7,104.0,,2024-25
0022400736,1610612737,ATL,True,115,52,11,41,29,6,6,11,14,45,92,0.489,13,36,0.361,12,18,0.667,112.7,106.8,5.9,102.5,,2024-25
0022400736,1610612749,MIL,False,110,43,7,36,28,5,3,10,17,41,96,0.427,19,50,0.38,9,10,0.9,106.8,112.7,-5.9,102.5,,2024-25
0022400859,1610612747,LAL,True,106,39,10,29,19,14,5,15,14,39,80,0.488,11,33,0.333,17,22,0.773,110.4,106.3,4.2,96.0,,2024-25
0022400859,1610612746,LAC,False,102,44,15,29,25,11,1,17,19,39,87,0.448,9,37,0.243,15,21,0.714,106.3,110.4,-4.2,96.0,,2024-25
0022400872,1610612762,UTA,True,121,41,9,32,35,4,4,11,14,46,96,0.479,16,44,0.364,13,17,0.765,118.6,125.5,-6.9,102.0,,2024-25
0022400872,1610612740,NOP,False,128,48,13,35,35,8,5,11,15,53,102,0.52,15,44,0.341,7,13,0.538,125.5,118.6,6.9,102.0,,2024-25
0022401011,1610612754,IND,True,105,57,10,47,18,10,8,22,21,35,81,0.432,8,31,0.258,27,31,0.871,95.5,90.8,4.6,99.17,,2024-25
0022401011,1610612751,BKN,False,99,47,14,33,20,11,4,16,24,36,101,0.356,14,50,0.28,13,18,0.722,90.8,95.5,-4.6,99.17,,2024-25
0022401022,1610612757,POR,True,128,38,15,23,30,12,6,17,18,47,87,0.54,14,35,0.4,20,25,0.8,133.3,113.5,19.8,96.0,,2024-25
0022401022,1610612743,DEN,False,109,31,11,20,24,10,2,20,25,38,76,0.5,9,26,0.346,24,28,0.857,113.5,133.3,-19.8,96.0,,2024-25
0022400953,1610612757,POR,True,113,52,21,31,20,6,6,23,18,40,90,0.444,17,42,0.405,16,25,0.64,110.8,109.6,1.2,93.28,,2024-25
0022400953,1610612752,NYK,False,114,38,11,27,27,12,7,15,21,44,94,0.468,12,31,0.387,14,20,0.7,109.6,110.8,-1.2,93.28,,2024-25
0022400572,1610612765,DET,True,100,55,14,41,22,3,7,19,20,36,91,0.396,9,36,0.25,19,22,0.864,98.0,108.8,-10.8,102.0,,2024-25
0022400572,1610612754,IND,False,111,40,3,37,28,13,8,9,17,41,89,0.461,13,30,0.433,16,22,0.727,108.8,98.0,10.8,102.0,,2024-25
0022400418,1610612758,SAC,True,113,44,8,36,20,3,6,14,20,39,82,0.476,14,39,0.359,21,26,0.808,113.0,114.0,-1.0,100.0,,2024-25
0022400418,1610612765,DET,False,114,44,10,34,25,6,4,10,22,38,91,0.418,17,44,0.386,21,25,0.84,114.0,113.0,1.0,100.0,,2024-25
0022400688,1610612766,CHA,True,104,51,13,38,31,5,6,12,13,41,95,0.432,9,26,0.346,13,17,0.765,104.0,108.1,-4.1,99.5,,2024-25
0022400688,1610612743,DEN,False,107,43,8,35,29,9,9,11,16,41,88,0.466,7,37,0.189,18,20,0.9,108.1,104.0,4.1,99.5,,2024-25
0022400540,1610612742,DAL,True,101,37,8,29,27,7,5,12,20,35,85,0.412,12,34,0.353,19,25,0.76,105.2,115.5,-10.3,96.5,,2024-25
0022400540,1610612743,DEN,False,112,55,15,40,23,6,5,13,19,46,94,0.489,7,32,0.219,13,20,0.65,115.5,105.2,10.3,96.5,,2024-25
0022400161,1610612745,HOU,True,109,50,11,39,21,4,6,10,20,43,88,0.489,8,33,0.242,15,18,0.833,117.2,105.4,11.8,92.5,,2024-25
0022400161,1610612752,NYK,False,97,39,13,26,20,6,4,10,18,34,88,0.386,11,28,0.393,18,21,0.857,105.4,117.2,-11.8,92.5,,2024-25
0022400358,1610612747,LAL,True,107,40,8,32,25,14,7,11,20,38,83,0.458,13,34,0.382,18,21,0.857,109.2,101.0,8.2,97.5,,2024-25
0022400358,1610612757,POR,False,98,49,12,37,17,4,3,17,19,35,84,0.417,9,36,0.25,19,21,0.905,101.0,109.2,-8.2,97.5,,2024-25
0022400673,1610612744,GSW,True,116,42,7,35,30,6,7,15,24,40,81,0.494,13,38,0.342,23,28,0.821,114.9,107.9,6.9,101.0,,2024-25
0022400673,1610612760,OKC,False,109,50,17,33,21,8,3,11,21,40,99,0.404,9,39,0.231,20,25,0.8,107.9,114.9,-6.9,101.0,,2024-25
0022400923,1610612740,NOP,True,104,39,10,29,24,5,6,14,15,35,85,0.412,13,34,0.382,21,27,0.778,108.3,113.8,-5.5,95.0,,2024-25
0022400923,1610612763,MEM,False,107,57,23,34,24,11,6,12,22,41,99,0.414,13,49,0.265,12,19,0.632,113.8,108.3,5.5,95.0,,2024-25
0022401114,1610612748,MIA,True,108,47,15,32,24,11,8,11,21,39,95,0.411,14,33,0.424,16,19,0.842,109.1,112.2,-3.2,98.5,,2024-25
0022401114,1610612763,MEM,False,110,49,12,37,24,8,4,18,18,40,85,0.471,16,38,0.421,14,17,0.824,112.2,109.1,3.2,98.5,,2024-25
0022400461,1610612743,DEN,True,139,43,4,39,44,8,5,12,16,53,94,0.564,12,30,0.4,21,21,1.0,127.5,110.1,17.4,109.0,,2024-25
0022400461,1610612737,ATL,False,120,44,12,32,34,10,5,13,16,45,100,0.45,16,46,0.348,14,21,0.667,110.1,127.5,-17.4,109.0,,2024-25
0022400293,1610612763,MEM,True,131,42,10,32,31,13,4,16,21,51,93,0.548,17,46,0.37,12,16,0.75,123.6,104.7,18.9,106.0,,2024-25
0022400293,1610612765,DET,False,111,42,9,33,24,6,4,18,17,40,85,0.471,13,38,0.342,18,25,0.72,104.7,123.6,-18.9,106.0,,2024-25
0022400684,1610612759,SAS,True,144,53,13,40,37,7,11,4,20,50,102,0.49,24,50,0.48,20,25,0.8,138.5,115.7,22.8,103.0,,2024-25
0022400684,1610612749,MIL,False,118,47,17,30,24,3,8,10,19,43,100,0.43,12,37,0.324,20,26,0.769,115.7,138.5,-22.8,103.0,,2024-25
0022401097,1610612737,ATL,True,113,45,12,33,26,12,8,19,22,41,92,0.446,7,32,0.219,24,28,0.857,102.7,115.5,-12.7,110.0,,2024-25
0022401097,1610612757,POR,False,127,54,19,35,30,13,5,17,18,47,103,0.456,13,41,0.317,20,27,0.741,115.5,102.7,12.7,110.0,,2024-25
0022400238,1610612763,MEM,True,105,45,10,35,31,10,10,12,15,41,91,0.451,13,39,0.333,10,12,0.833,108.2,92.8,15.5,97.0,,2024-25
0022400238,1610612743,DEN,False,90,39,6,33,23,9,5,14,12,35,84,0.417,10,31,0.323,10,14,0.714,92.8,108.2,-15.5,97.0,,2024-25
0022400528,1610612738,BOS,True,97,43,8,35,22,5,7,15,14,34,84,0.405,11,41,0.268,18,22,0.818,98.0,114.0,-16.0,99.5,,2024-25
0022400528,1610612758,SAC,False,114,56,16,40,26,11,8,9,18,44,102,0.431,18,47,0.383,8,9,0.889,114.0,98.0,16.0,99.5,,2024-25
0022400686,1610612754,IND,True,132,41,7,34,35,6,5,11,26,49,90,0.544,12,33,0.364,22,25,0.88,125.7,122.1,3.6,104.5,,2024-25
0022400686,1610612737,ATL,False,127,44,11,33,31,6,4,12,23,45,90,0.5,14,37,0.378,23,32,0.719,122.1,125.7,-3.6,104.5,,2024-25
0022400397,1610612752,NYK,True,139,35,8,27,34,9,1,14,27,51,86,0.593,17,37,0.459,20,29,0.69,132.4,117.9,14.5,105.5,,2024-25
0022400397,1610612761,TOR,False,125,30,4,26,28,6,3,15,25,42,77,0.545,11,28,0.393,30,37,0.811,117.9,132.4,-14.5,105.5,,2024-25
0022400204,1610612753,ORL,True,121,44,15,29,25,6,5,11,21,41,91,0.451,17,48,0.354,22,25,0.88,128.7,100.0,28.7,94.0,,2024-25
0022400204,1610612764,WAS,False,94,37,7,30,20,4,7,16,25,33,72,0.458,10,33,0.303,18,25,0.72,100.0,128.7,-28.7,94.0,,2024-25
0022401058,1610612756,PHX,True,102,38,11,27,22,7,3,13,18,36,87,0.414,13,41,0.317,17,21,0.81,106.3,137.5,-31.3,96.0,,2024-25
0022401058,1610612738,BOS,False,132,48,11,37,33,8,7,10,18,45,89,0.506,22,52,0.423,20,22,0.909,137.5,106.3,31.3,96.0,,2024-25
0022400600,1610612745,HOU,True,96,39,15,24,19,18,1,16,17,37,94,0.394,11,39,0.282,11,16,0.688,96.0,105.9,-9.9,100.5,,2024-25
0022400600,1610612765,DET,False,107,52,13,39,21,12,5,22,11,42,88,0.477,10,27,0.37,13,15,0.867,105.9,96.0,9.9,100.5,,2024-25
0022400432,1610612743,DEN,True,134,40,8,32,29,9,6,13,18,46,82,0.561,13,27,0.481,29,36,0.806,132.7,118.6,14.0,101.5,,2024-25
0022400432,1610612765,DET,False,121,41,15,26,29,8,1,12,25,46,95,0.484,12,39,0.308,17,23,0.739,118.6,132.7,-14.0,101.5,,2024-25
0022400089,1610612765,DET,True,118,44,9,35,27,4,7,14,22,43,88,0.489,14,39,0.359,18,22,0.818,121.6,126.5,-4.9,97.5,,2024-25
0022400089,1610612738,BOS,False,124,37,13,24,19,10,6,10,16,38,90,0.422,22,48,0.458,26,30,0.867,126.5,121.6,4.9,97.5,,2024-25
0022400039,1610612756,PHX,True,127,46,8,38,31,9,3,9,18,51,99,0.515,17,42,0.405,8,10,0.8,123.3,97.1,26.2,103.0,,2024-25
0022400039,1610612747,LAL,False,100,42,7,35,25,7,6,12,11,37,85,0.435,8,34,0.235,18,25,0.72,97.1,123.3,-26.2,103.0,,2024-25
0022400860,1610612766,CHA,True,100,44,11,33,28,9,5,17,14,41,93,0.441,14,42,0.333,4,6,0.667,100.0,113.0,-13.0,100.0,,2024-25
0022400860,1610612764,WAS,False,113,48,12,36,33,13,7,15,10,40,88,0.455,17,50,0.34,16,17,0.941,113.0,100.0,13.0,100.0,,2024-25
0022400627,1610612762,UTA,True,128,42,9,33,30,7,1,16,16,50,89,0.562,17,42,0.405,11,18,0.611,128.0,110.9,17.1,100.5,,2024-25
0022400627,1610612764,WAS,False,112,37,13,24,30,12,4,13,13,43,93,0.462,12,45,0.267,14,18,0.778,110.9,128.0,-17.1,100.5,,2024-25
0022401221,1610612765,DET,True,125,52,7,45,32,8,4,21,24,44,90,0.489,20,40,0.5,17,23,0.739,108.7,108.8,-0.1,103.7,,2024-25
0022401221,1610612748,MIA,False,124,44,9,35,30,16,2,13,19,45,99,0.455,12,43,0.279,22,24,0.917,108.8,108.7,0.1,103.7,,2024-25
0022400056,1610612742,DAL,True,121,49,14,35,24,8,8,25,23,39,81,0.481,13,32,0.406,30,44,0.682,112.0,109.4,2.6,107.0,,2024-25
0022400056,1610612763,MEM,False,116,39,13,26,27,15,3,19,29,45,97,0.464,13,40,0.325,13,14,0.929,109.4,112.0,-2.6,107.0,,2024-25
0022400569,1610612762,UTA,True,112,36,9,27,30,5,4,10,18,43,93,0.462,16,43,0.372,10,17,0.588,110.9,115.8,-5.0,101.0,,2024-25
0022400569,1610612766,CHA,False,117,45,11,34,27,6,6,18,16,45,85,0.529,12,39,0.308,15,21,0.714,115.8,110.9,5.0,101.0,,2024-25
0022400339,1610612757,POR,True,99,34,6,28,23,4,7,10,22,37,95,0.389,14,47,0.298,11,17,0.647,95.2,134.3,-39.1,104.5,,2024-25
0022400339,1610612762,UTA,False,141,61,11,50,34,6,11,12,17,53,96,0.552,14,32,0.438,21,23,0.913,134.3,95.2,39.1,104.5,,2024-25
0022400563,1610612741,CHI,True,94,53,8,45,23,5,5,20,15,39,88,0.443,6,27,0.222,10,10,1.0,88.7,105.8,-17.1,105.0,,2024-25
0022400563,1610612737,ATL,False,110,51,14,37,28,11,5,9,15,41,100,0.41,13,43,0.302,15,22,0.682,105.8,88.7,17.1,105.0,,2024-25
0022400311,1610612762,UTA,True,104,44,8,36,27,4,4,15,19,40,79,0.506,14,40,0.35,10,16,0.625,111.8,112.9,-1.1,93.0,,2024-25
0022400311,1610612747,LAL,False,105,42,10,32,23,7,4,5,18,39,88,0.443,7,33,0.212,20,25,0.8,112.9,111.8,1.1,93.0,,2024-25
0022400214,1610612740,NOP,True,105,45,14,31,31,13,4,10,15,42,94,0.447,10,30,0.333,11,12,0.917,110.5,112.6,-2.1,95.0,,2024-25
0022400214,1610612751,BKN,False,107,46,14,32,24,4,5,16,14,36,84,0.429,19,42,0.452,16,19,0.842,112.6,110.5,2.1,95.0,,2024-25
0022400805,1610612758,SAC,True,108,39,11,28,26,8,3,21,16,40,79,0.506,11,32,0.344,17,18,0.944,112.5,136.1,-23.6,96.5,,2024-25
0022400805,1610612744,GSW,False,132,35,11,24,40,13,3,12,19,50,93,0.538,20,43,0.465,12,12,1.0,136.1,112.5,23.6,96.5,,2024-25
0022401021,1610612756,PHX,True,123,46,12,34,33,6,3,13,16,48,92,0.522,19,42,0.452,8,8,1.0,128.1,116.7,11.5,96.0,,2024-25
0022401021,1610612739,CLE,False,112,44,16,28,24,11,5,11,12,42,94,0.447,17,45,0.378,11,14,0.786,116.7,128.1,-11.5,96.0,,2024-25
0022401047,1610612748,MIA,True,112,42,8,34,26,8,5,15,15,43,77,0.558,17,25,0.68,9,12,0.75,124.4,94.5,29.9,90.5,,2024-25
0022401047,1610612744,GSW,False,86,38,14,24,20,8,1,12,14,33,83,0.398,9,38,0.237,11,16,0.688,94.5,124.4,-29.9,90.5,,2024-25
0022400588,1610612754,IND,True,115,50,14,36,30,4,4,17,21,44,83,0.53,11,34,0.324,16,23,0.696,119.8,105.2,14.6,96.5,,2024-25
0022400588,1610612755,PHI,False,102,32,10,22,21,8,1,9,19,38,89,0.427,10,34,0.294,16,22,0.727,105.2,119.8,-14.6,96.5,,2024-25
0022400361,1610612753,ORL,True,99,40,10,30,25,6,6,18,16,35,78,0.449,11,35,0.314,18,25,0.72,104.2,109.4,-5.2,95.5,,2024-25
0022400361,1610612760,OKC,False,105,32,4,28,23,15,6,13,20,40,83,0.482,10,31,0.323,15,16,0.938,109.4,104.2,5.2,95.5,,2024-25
