game_id,team_id,team_tricode,is_home,points,rebounds,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,offensive_rating,defensive_rating,net_rating,pace,pie,season
0022400779,1610612745,HOU,True,119,47,17,30,32,10,4,11,15,46,97,0.474,13,42,0.31,14,24,0.583,117.8,112.1,5.7,100.0,,2024-25
0022400779,1610612756,PHX,False,111,43,11,32,25,7,5,17,19,46,89,0.517,10,26,0.385,9,11,0.818,112.1,117.8,-5.7,100.0,,2024-25
0022401070,1610612749,MIL,True,107,32,3,29,24,2,3,16,14,41,75,0.547,13,33,0.394,12,19,0.632,112.6,120.8,-8.2,95.5,,2024-25
0022401070,1610612752,NYK,False,116,44,14,30,28,12,1,8,14,45,93,0.484,12,33,0.364,14,16,0.875,120.8,112.6,8.2,95.5,,2024-25
0022400758,1610612751,BKN,True,97,47,19,28,24,10,6,16,24,37,93,0.398,10,42,0.238,13,14,0.929,103.2,95.7,7.5,93.5,,2024-25
0022400758,1610612766,CHA,False,89,40,11,29,18,7,7,17,10,32,78,0.41,6,31,0.194,19,28,0.679,95.7,103.2,-7.5,93.5,,2024-25
0022400949,1610612745,HOU,True,111,38,11,27,25,11,3,9,19,40,88,0.455,12,38,0.316,19,25,0.76,116.8,110.6,6.2,94.5,,2024-25
0022400949,1610612756,PHX,False,104,37,5,32,22,7,8,16,18,39,73,0.534,10,28,0.357,16,20,0.8,110.6,116.8,-6.2,94.5,,2024-25
0022400354,1610612759,SAS,True,121,55,16,39,27,7,11,13,18,42,93,0.452,12,39,0.308,25,31,0.806,117.5,114.9,2.6,102.0,,2024-25
0022400354,1610612740,NOP,False,116,43,13,30,26,9,8,8,21,43,99,0.434,13,38,0.342,17,21,0.81,114.9,117.5,-2.6,102.0,,2024-25
0022400835,1610612747,LAL,True,107,57,13,44,24,7,8,14,13,39,87,0.448,11,40,0.275,18,24,0.75,108.1,100.0,8.1,99.0,,2024-25
0022400835,1610612742,DAL,False,99,45,14,31,23,7,11,12,14,35,98,0.357,17,44,0.386,12,13,0.923,100.0,108.1,-8.1,99.0,,2024-25
0022401135,1610612760,OKC,True,99,34,9,25,20,9,3,7,17,39,90,0.433,12,37,0.324,9,12,0.75,103.1,132.6,-29.5,95.5,,2024-25
0022401135,1610612747,LAL,False,126,43,8,35,25,6,2,15,15,46,84,0.548,22,40,0.55,12,17,0.706,132.6,103.1,29.5,95.5,,2024-25
0022401205,1610612738,BOS,True,123,51,8,43,34,6,4,14,9,46,90,0.511,20,48,0.417,11,13,0.846,123.0,98.0,25.0,100.5,,2024-25
0022401205,1610612765,DET,False,99,43,9,34,27,8,4,8,12,42,98,0.429,7,37,0.189,8,10,0.8,98.0,123.0,-25.0,100.5,,2024-25
0022401092,1610612764,WAS,True,94,39,5,34,22,14,4,18,20,34,86,0.395,13,43,0.302,13,18,0.722,88.7,113.2,-24.5,106.0,,2024-25
0022401092,1610612748,MIA,False,120,62,15,47,29,12,2,17,16,47,93,0.505,9,32,0.281,17,24,0.708,113.2,88.7,24.5,106.0,,2024-25
0022401094,1610612760,OKC,True,145,44,9,35,39,11,6,14,16,52,98,0.531,23,43,0.535,18,23,0.783,128.3,103.5,24.8,113.0,,2024-25
0022401094,1610612741,CHI,False,117,43,10,33,29,7,7,19,16,44,98,0.449,16,51,0.314,13,16,0.813,103.5,128.3,-24.8,113.0,,2024-25
0022400531,1610612743,DEN,True,124,49,12,37,34,12,5,14,18,45,87,0.517,9,24,0.375,25,33,0.758,122.8,102.9,19.8,101.5,,2024-25
0022400531,1610612751,BKN,False,105,39,10,29,26,9,5,17,24,38,90,0.422,14,45,0.311,15,19,0.789,102.9,122.8,-19.8,101.5,,2024-25
0022400585,1610612747,LAL,True,102,34,6,28,24,6,7,10,12,38,82,0.463,12,34,0.353,14,18,0.778,112.1,111.0,1.1,91.0,,2024-25
0022400585,1610612751,BKN,False,101,45,12,33,28,5,6,17,14,37,82,0.451,17,38,0.447,10,13,0.769,111.0,112.1,-1.1,91.0,,2024-25
0022400157,1610612737,ATL,True,93,43,8,35,23,9,3,19,13,37,89,0.416,6,31,0.194,13,16,0.813,87.7,117.1,-29.4,105.5,,2024-25
0022400157,1610612738,BOS,False,123,50,11,39,27,15,7,12,14,48,99,0.485,18,55,0.327,9,13,0.692,117.1,87.7,29.4,105.5,,2024-25
0022400268,1610612749,MIL,True,125,51,10,41,20,3,9,14,22,43,89,0.483,18,37,0.486,21,26,0.808,120.2,114.4,5.8,104.0,,2024-25
0022400268,1610612766,CHA,False,119,48,14,34,22,6,5,10,21,41,100,0.41,19,47,0.404,18,21,0.857,114.4,120.2,-5.8,104.0,,2024-25
0022400256,1610612760,OKC,True,109,46,15,31,24,14,8,13,20,40,91,0.44,9,31,0.29,20,23,0.87,110.1,100.0,10.1,99.0,,2024-25
0022400256,1610612757,POR,False,99,49,16,33,18,6,7,22,20,32,79,0.405,15,38,0.395,20,28,0.714,100.0,110.1,-10.1,99.0,,2024-25
0022400041,1610612737,ATL,True,117,53,10,43,33,9,5,18,20,44,85,0.518,14,34,0.412,15,18,0.833,113.6,98.1,15.5,103.0,,2024-25
0022400041,1610612739,CLE,False,101,40,11,29,21,9,0,13,22,38,93,0.409,11,38,0.289,14,17,0.824,98.1,113.6,-15.5,103.0,,2024-25
0022400378,1610612737,ATL,True,112,41,6,35,29,11,6,25,14,39,80,0.488,14,38,0.368,20,24,0.833,101.8,116.4,-14.5,110.0,,2024-25
0022400378,1610612763,MEM,False,128,40,8,32,35,13,1,18,22,50,97,0.515,18,41,0.439,10,13,0.769,116.4,101.8,14.5,110.0,,2024-25
0022400978,1610612751,BKN,True,122,40,12,28,33,7,5,15,18,43,90,0.478,17,35,0.486,19,23,0.826,122.0,112.9,9.1,100.5,,2024-25
0022400978,1610612737,ATL,False,114,38,10,28,27,12,11,14,17,42,90,0.467,11,37,0.297,19,24,0.792,112.9,122.0,-9.1,100.5,,2024-25
0022400906,1610612742,DAL,True,111,45,11,34,24,7,7,12,13,37,96,0.385,15,41,0.366,22,24,0.917,105.7,116.2,-10.5,105.0,,2024-25
0022400906,1610612763,MEM,False,122,59,17,42,28,9,12,11,20,50,106,0.472,8,21,0.381,14,16,0.875,116.2,105.7,10.5,105.0,,2024-25
0022400643,1610612763,MEM,True,125,45,13,32,28,10,9,16,19,43,84,0.512,14,38,0.368,25,34,0.735,122.5,102.0,20.6,101.5,,2024-25
0022400643,1610612762,UTA,False,103,40,14,26,27,8,5,17,22,39,92,0.424,12,47,0.255,13,16,0.813,102.0,122.5,-20.6,101.5,,2024-25
0022400682,1610612761,TOR,True,106,44,7,37,27,6,8,7,13,39,92,0.424,10,30,0.333,18,27,0.667,105.0,120.8,-15.8,101.0,,2024-25
0022400682,1610612741,CHI,False,122,52,9,43,34,4,9,10,18,45,89,0.506,18,40,0.45,14,17,0.824,120.8,105.0,15.8,101.0,,2024-25
0022401034,1610612757,POR,True,116,38,11,27,24,6,3,12,11,43,88,0.489,19,47,0.404,11,16,0.688,126.1,140.2,-14.1,92.0,,2024-25
0022401034,1610612738,BOS,False,129,38,11,27,31,6,6,9,14,48,88,0.545,23,50,0.46,10,14,0.714,140.2,126.1,14.1,92.0,,2024-25
0022400957,1610612744,GSW,True,130,43,7,36,35,8,5,14,21,45,78,0.577,22,39,0.564,18,24,0.75,134.0,105.1,29.0,98.0,,2024-25
0022400957,1610612758,SAC,False,104,30,5,25,25,7,4,14,15,37,79,0.468,14,37,0.378,16,22,0.727,105.1,134.0,-29.0,98.0,,2024-25
0022400355,1610612744,GSW,True,114,45,14,31,28,8,6,11,20,42,90,0.467,16,41,0.39,14,20,0.7,118.8,111.6,7.2,95.5,,2024-25
0022400355,1610612750,MIN,False,106,39,7,32,22,6,8,14,18,36,79,0.456,19,42,0.452,15,20,0.75,111.6,118.8,-7.2,95.5,,2024-25
0022400657,1610612742,DAL,True,130,51,13,38,39,5,7,11,20,49,92,0.533,20,45,0.444,12,17,0.706,132.7,109.1,23.6,98.5,,2024-25
0022400657,1610612764,WAS,False,108,45,14,31,23,5,3,11,15,42,101,0.416,11,37,0.297,13,17,0.765,109.1,132.7,-23.6,98.5,,2024-25
0022400833,1610612740,NOP,True,109,54,20,34,25,11,6,19,17,41,94,0.436,7,31,0.226,20,25,0.8,106.9,101.0,5.9,102.0,,2024-25
0022400833,1610612759,SAS,False,103,45,13,32,29,14,4,20,19,38,93,0.409,13,44,0.295,14,18,0.778,101.0,106.9,-5.9,102.0,,2024-25
0022400635,1610612742,DAL,True,107,49,13,36,18,2,8,12,20,39,88,0.443,8,22,0.364,21,28,0.75,110.3,124.5,-14.2,97.5,,2024-25
0022400635,1610612738,BOS,False,122,51,17,34,33,4,5,5,24,44,103,0.427,20,52,0.385,14,19,0.737,124.5,110.3,14.2,97.5,,2024-25
0022400235,1610612754,IND,True,119,45,10,35,30,6,6,10,16,44,85,0.518,13,29,0.448,18,20,0.9,126.6,118.3,8.3,93.5,,2024-25
0022400235,1610612748,MIA,False,110,38,15,23,21,4,1,10,13,36,90,0.4,19,43,0.442,19,20,0.95,118.3,126.6,-8.3,93.5,,2024-25
0022400176,1610612742,DAL,True,119,47,9,38,33,11,4,15,19,45,93,0.484,12,38,0.316,17,21,0.81,111.2,92.5,18.7,107.0,,2024-25
0022400176,1610612741,CHI,False,99,51,14,37,25,8,2,22,17,36,86,0.419,12,42,0.286,15,23,0.652,92.5,111.2,-18.7,107.0,,2024-25
0022400140,1610612757,POR,True,114,36,11,25,27,8,5,19,17,39,83,0.47,15,35,0.429,21,31,0.677,114.0,137.0,-23.0,100.0,,2024-25
0022400140,1610612760,OKC,False,137,45,14,31,31,14,9,13,29,51,95,0.537,19,49,0.388,16,19,0.842,137.0,114.0,23.0,100.0,,2024-25
0022400826,1610612760,OKC,True,128,53,16,37,27,10,8,11,30,45,106,0.425,15,49,0.306,23,29,0.793,111.3,113.9,-2.6,104.15,,2024-25
0022400826,1610612750,MIN,False,131,54,11,43,29,6,5,13,23,44,97,0.454,9,32,0.281,34,39,0.872,113.9,111.3,2.6,104.15,,2024-25
0022400817,1610612749,MIL,True,120,40,8,32,25,4,3,9,23,44,86,0.512,14,39,0.359,18,22,0.818,123.7,115.3,8.4,97.5,,2024-25
0022400817,1610612748,MIA,False,113,46,10,36,25,3,3,9,22,41,88,0.466,9,31,0.29,22,26,0.846,115.3,123.7,-8.4,97.5,,2024-25
0022400954,1610612765,DET,True,125,41,9,32,23,8,6,12,23,39,85,0.459,10,30,0.333,37,43,0.86,115.7,118.3,-2.6,108.5,,2024-25
0022400954,1610612764,WAS,False,129,47,10,37,30,10,5,15,29,43,90,0.478,20,45,0.444,23,27,0.852,118.3,115.7,2.6,108.5,,2024-25
0022400150,1610612746,LAC,True,92,50,10,40,23,10,7,20,17,32,79,0.405,11,35,0.314,17,26,0.654,92.0,105.0,-13.0,100.0,,2024-25
0022400150,1610612760,OKC,False,105,41,3,38,25,11,3,12,22,36,84,0.429,16,39,0.41,17,19,0.895,105.0,92.0,13.0,100.0,,2024-25
0022400076,1610612758,SAC,True,115,38,4,34,21,7,2,9,18,38,82,0.463,11,29,0.379,28,35,0.8,112.7,115.8,-3.1,101.5,,2024-25
0022400076,1610612750,MIN,False,117,42,6,36,24,3,2,16,24,41,86,0.477,20,50,0.4,15,17,0.882,115.8,112.7,3.1,101.5,,2024-25
0022400253,1610612749,MIL,True,122,45,10,35,30,7,2,11,13,44,80,0.55,13,36,0.361,21,31,0.677,127.1,110.4,16.7,96.0,,2024-25
0022400253,1610612741,CHI,False,106,33,5,28,25,7,2,14,23,41,88,0.466,17,45,0.378,7,7,1.0,110.4,127.1,-16.7,96.0,,2024-25
0022400225,1610612747,LAL,True,128,42,7,35,31,7,5,18,22,43,85,0.506,20,41,0.488,22,32,0.688,120.8,117.1,3.6,105.5,,2024-25
0022400225,1610612763,MEM,False,123,41,12,29,28,11,6,13,25,42,89,0.472,12,33,0.364,27,33,0.818,117.1,120.8,-3.6,105.5,,2024-25
0022400130,1610612762,UTA,True,88,53,15,38,19,6,6,26,19,32,82,0.39,7,32,0.219,17,19,0.895,88.0,105.0,-17.0,100.5,,2024-25
0022400130,1610612759,SAS,False,106,42,11,31,25,17,7,11,17,38,92,0.413,12,43,0.279,18,23,0.783,105.0,88.0,17.0,100.5,,2024-25
0022401102,1610612743,DEN,True,139,45,8,37,33,7,7,16,22,47,86,0.547,12,34,0.353,33,44,0.75,121.9,122.8,-0.9,94.34,,2024-25
0022401102,1610612750,MIN,False,140,52,21,31,35,5,2,14,34,52,111,0.468,19,50,0.38,17,25,0.68,122.8,121.9,0.9,94.34,,2024-25
0022401146,1610612766,CHA,True,100,38,6,32,22,3,4,15,18,37,81,0.457,11,38,0.289,15,23,0.652,101.0,125.3,-24.2,99.0,,2024-25
0022401146,1610612763,MEM,False,124,52,14,38,23,12,3,13,18,42,93,0.452,18,55,0.327,22,26,0.846,125.3,101.0,24.2,99.0,,2024-25
0022400713,1610612761,TOR,True,115,34,10,24,27,7,4,14,22,43,82,0.524,11,29,0.379,18,19,0.947,121.1,127.4,-6.3,95.0,,2024-25
0022400713,1610612752,NYK,False,121,43,17,26,26,10,4,11,15,47,94,0.5,8,25,0.32,19,23,0.826,127.4,121.1,6.3,95.0,,2024-25
0022400940,1610612739,CLE,True,109,48,12,36,23,7,4,14,10,39,89,0.438,10,42,0.238,21,25,0.84,113.5,109.5,4.1,95.5,,2024-25
0022400940,1610612751,BKN,False,104,38,8,30,31,9,3,12,21,39,84,0.464,16,44,0.364,10,14,0.714,109.5,113.5,-4.1,95.5,,2024-25
0022400466,1610612760,OKC,True,116,35,4,31,29,11,3,9,14,43,86,0.5,14,38,0.368,16,20,0.8,118.4,99.0,19.4,98.5,,2024-25
0022400466,1610612746,LAC,False,98,45,10,35,25,6,1,19,18,38,81,0.469,11,32,0.344,11,17,0.647,99.0,118.4,-19.4,98.5,,2024-25
0022400587,1610612738,BOS,True,115,53,17,36,23,13,6,14,18,40,104,0.385,15,52,0.288,20,23,0.87,104.5,109.2,-4.6,99.17,,2024-25
0022400587,1610612737,ATL,False,119,55,13,42,27,9,10,17,17,44,93,0.473,9,37,0.243,22,28,0.786,109.2,104.5,4.6,99.17,,2024-25
0022400019,1610612744,GSW,True,123,56,14,42,33,9,5,19,28,43,98,0.439,19,46,0.413,18,25,0.72,112.8,106.3,6.5,110.0,,2024-25
0022400019,1610612763,MEM,False,118,54,18,36,22,8,11,15,21,42,103,0.408,7,42,0.167,27,33,0.818,106.3,112.8,-6.5,110.0,,2024-25
0022400415,1610612749,MIL,True,105,39,8,31,23,12,3,22,18,41,83,0.494,15,38,0.395,8,12,0.667,105.0,112.1,-7.1,99.5,,2024-25
0022400415,1610612751,BKN,False,111,38,9,29,25,8,1,21,11,39,82,0.476,16,38,0.421,17,22,0.773,112.1,105.0,7.1,99.5,,2024-25
0022401076,1610612755,PHI,True,95,37,6,31,28,7,7,18,15,38,76,0.5,13,32,0.406,6,14,0.429,102.2,126.9,-24.7,93.0,,2024-25
0022401076,1610612748,MIA,False,118,47,16,31,33,12,4,9,13,44,93,0.473,20,43,0.465,10,13,0.769,126.9,102.2,24.7,93.0,,2024-25
0022400856,1610612763,MEM,True,113,58,19,39,26,2,4,18,17,44,94,0.468,4,31,0.129,21,22,0.955,111.9,110.7,1.2,102.0,,2024-25
0022400856,1610612752,NYK,False,114,35,8,27,29,10,7,8,16,44,95,0.463,13,38,0.342,13,16,0.813,110.7,111.9,-1.2,102.0,,2024-25
0022401154,1610612756,PHX,True,95,41,13,28,22,12,4,19,19,35,88,0.398,12,43,0.279,13,15,0.867,94.1,129.1,-35.1,102.0,,2024-25
0022401154,1610612744,GSW,False,133,57,19,38,31,14,3,15,10,45,93,0.484,15,40,0.375,28,34,0.824,129.1,94.1,35.1,102.0,,2024-25
0022400464,1610612750,MIN,True,115,41,11,30,24,1,2,15,11,37,74,0.5,21,39,0.538,20,22,0.909,133.7,137.2,-3.5,86.0,,2024-25
0022400464,1610612738,BOS,False,118,31,10,21,30,9,4,3,16,46,92,0.5,22,57,0.386,4,6,0.667,137.2,133.7,3.5,86.0,,2024-25
0022400766,1610612741,CHI,True,92,44,14,30,22,9,2,14,10,35,100,0.35,10,47,0.213,12,19,0.632,87.6,128.2,-40.5,104.0,,2024-25
0022400766,1610612765,DET,False,132,55,8,47,30,10,8,14,19,51,96,0.531,18,41,0.439,12,13,0.923,128.2,87.6,40.5,104.0,,2024-25
0022400121,1610612764,WAS,True,133,37,6,31,32,10,5,14,21,47,89,0.528,16,38,0.421,23,25,0.92,125.5,113.2,12.3,106.0,,2024-25
0022400121,1610612737,ATL,False,120,41,12,29,28,10,3,15,19,45,95,0.474,12,39,0.308,18,21,0.857,113.2,125.5,-12.3,106.0,,2024-25
0022400249,1610612756,PHX,True,99,45,16,29,25,5,2,13,21,35,83,0.422,12,41,0.293,17,25,0.68,110.0,122.5,-12.5,89.5,,2024-25
0022400249,1610612753,ORL,False,109,38,8,30,28,5,7,10,19,39,76,0.513,11,29,0.379,20,25,0.8,122.5,110.0,12.5,89.5,,2024-25
0022400487,1610612760,OKC,True,105,46,9,37,22,11,6,15,18,39,87,0.448,16,38,0.421,11,13,0.846,107.1,94.8,12.3,97.5,,2024-25
0022400487,1610612738,BOS,False,92,48,12,36,17,6,5,16,18,31,85,0.365,9,46,0.196,21,24,0.875,94.8,107.1,-12.3,97.5,,2024-25
0022400748,1610612752,NYK,True,104,30,7,23,16,9,1,9,15,35,83,0.422,9,24,0.375,25,29,0.862,109.5,137.9,-28.4,95.0,,2024-25
0022400748,1610612738,BOS,False,131,48,11,37,21,6,7,10,21,46,85,0.541,19,39,0.487,20,24,0.833,137.9,109.5,28.4,95.0,,2024-25
0022400874,1610612747,LAL,True,108,41,11,30,21,8,6,16,16,38,77,0.494,18,42,0.429,14,20,0.7,118.7,110.9,7.8,91.5,,2024-25
0022400874,1610612746,LAC,False,102,40,10,30,24,9,1,12,22,38,88,0.432,12,39,0.308,14,17,0.824,110.9,118.7,-7.8,91.5,,2024-25
0022400786,1610612742,DAL,True,118,40,11,29,28,7,2,13,17,46,90,0.511,13,36,0.361,13,16,0.813,120.4,117.7,2.7,97.0,,2024-25
0022400786,1610612748,MIA,False,113,42,16,26,23,9,4,13,14,43,91,0.473,10,36,0.278,17,26,0.654,117.7,120.4,-2.7,97.0,,2024-25
0022400943,1610612740,NOP,True,127,46,12,34,34,7,7,19,16,47,85,0.553,17,31,0.548,16,18,0.889,129.6,120.0,9.6,99.0,,2024-25
0022400943,1610612746,LAC,False,120,34,11,23,34,10,8,11,16,46,92,0.5,14,42,0.333,14,18,0.778,120.0,129.6,-9.6,99.0,,2024-25
0022400270,1610612747,LAL,True,102,32,6,26,27,11,3,15,16,39,88,0.443,13,36,0.361,11,14,0.786,100.0,125.7,-25.7,101.5,,2024-25
0022400270,1610612743,DEN,False,127,48,8,40,37,7,2,17,18,50,82,0.61,16,32,0.5,11,19,0.579,125.7,100.0,25.7,101.5,,2024-25
0022400307,1610612739,CLE,True,115,44,6,38,22,5,7,17,20,39,80,0.488,17,36,0.472,20,25,0.8,112.7,106.7,6.0,103.0,,2024-25
0022400307,1610612738,BOS,False,111,46,10,36,17,11,6,8,19,38,95,0.4,17,49,0.347,18,19,0.947,106.7,112.7,-6.0,103.0,,2024-25
0022400004,1610612755,PHI,True,99,40,9,31,19,10,6,13,20,31,83,0.373,14,42,0.333,23,24,0.958,99.0,111.0,-12.0,100.0,,2024-25
0022400004,1610612752,NYK,False,111,47,8,39,31,8,5,15,15,44,89,0.494,9,31,0.29,14,15,0.933,111.0,99.0,12.0,100.0,,2024-25
0022401049,1610612745,HOU,True,121,51,14,37,17,8,2,13,12,42,93,0.452,11,39,0.282,26,29,0.897,117.5,112.9,4.6,102.0,,2024-25
0022401049,1610612737,ATL,False,114,42,18,24,32,8,1,14,26,43,103,0.417,15,49,0.306,13,15,0.867,112.9,117.5,-4.6,102.0,,2024-25
0022400979,1610612739,CLE,True,103,48,16,32,21,7,1,13,22,40,96,0.417,10,40,0.25,13,20,0.65,103.0,106.9,-3.9,100.5,,2024-25
0022400979,1610612753,ORL,False,108,47,13,34,21,11,3,15,20,34,81,0.42,13,31,0.419,27,34,0.794,106.9,103.0,3.9,100.5,,2024-25
0022400196,1610612758,SAC,True,98,35,5,30,19,6,3,13,19,37,78,0.474,3,26,0.115,21,24,0.875,100.0,110.3,-10.3,97.5,,2024-25
0022400196,1610612746,LAC,False,107,48,12,36,20,7,2,18,21,36,81,0.444,14,30,0.467,21,23,0.913,110.3,100.0,10.3,97.5,,2024-25
0022400863,1610612763,MEM,True,128,41,12,29,31,7,8,12,16,50,95,0.526,11,38,0.289,17,20,0.85,124.3,126.2,-1.9,103.0,,2024-25
0022400863,1610612759,SAS,False,130,42,13,29,33,8,4,11,18,50,96,0.521,14,36,0.389,16,22,0.727,126.2,124.3,1.9,103.0,,2024-25
0022400223,1610612749,MIL,True,127,47,9,38,26,10,9,11,12,45,95,0.474,15,35,0.429,22,25,0.88,116.5,113.2,3.3,97.36,,2024-25
0022400223,1610612765,DET,False,120,45,11,34,29,6,7,14,21,46,100,0.46,18,38,0.474,10,13,0.769,113.2,116.5,-3.3,97.36,,2024-25
0022400685,1610612744,GSW,True,105,49,14,35,26,11,6,12,19,36,96,0.375,16,44,0.364,17,25,0.68,101.0,123.8,-22.8,104.5,,2024-25
0022400685,1610612756,PHX,False,130,48,4,44,41,7,7,14,20,50,89,0.562,19,39,0.487,11,16,0.688,123.8,101.0,22.8,104.5,,2024-25
0022401225,1610612758,SAC,True,129,42,11,31,28,10,9,11,23,49,102,0.48,12,35,0.343,19,20,0.95,118.3,118.2,0.2,109.5,,2024-25
0022401225,1610612743,DEN,False,130,55,15,40,38,9,4,15,18,51,102,0.5,10,28,0.357,18,24,0.75,118.2,118.3,-0.2,109.5,,2024-25
0022401226,1610612746,LAC,True,144,41,7,34,28,13,6,14,20,49,82,0.598,21,39,0.538,25,32,0.781,139.8,101.9,37.9,104.0,,2024-25
0022401226,1610612762,UTA,False,107,35,10,25,22,8,3,22,20,36,80,0.45,13,39,0.333,22,30,0.733,101.9,139.8,-37.9,104.0,,2024-25
0022400133,1610612739,CLE,True,120,49,7,42,25,6,4,12,21,44,87,0.506,15,38,0.395,17,20,0.85,117.6,107.9,9.7,101.5,,2024-25
0022400133,1610612753,ORL,False,109,39,7,32,26,10,4,14,17,41,90,0.456,11,33,0.333,16,24,0.667,107.9,117.6,-9.7,101.5,,2024-25
0022400633,1610612759,SAS,True,98,44,15,29,22,9,5,22,17,35,85,0.412,11,32,0.344,17,25,0.68,96.1,133.3,-37.3,102.0,,2024-25
0022400633,1610612754,IND,False,136,50,16,34,32,14,9,10,20,53,102,0.52,17,39,0.436,13,14,0.929,133.3,96.1,37.3,102.0,,2024-25
0022401217,1610612764,WAS,True,98,51,17,34,22,10,7,16,25,40,99,0.404,13,40,0.325,5,8,0.625,94.2,109.8,-15.6,103.0,,2024-25
0022401217,1610612738,BOS,False,112,56,16,40,26,11,5,18,15,40,93,0.43,18,46,0.391,14,24,0.583,109.8,94.2,15.6,103.0,,2024-25
0022401071,1610612750,MIN,True,124,43,12,31,31,12,4,11,18,47,89,0.528,19,39,0.487,11,13,0.846,130.5,116.0,14.6,94.5,,2024-25
0022401071,1610612756,PHX,False,109,34,8,26,28,6,4,16,16,41,79,0.519,18,37,0.486,9,13,0.692,116.0,130.5,-14.6,94.5,,2024-25
0022400801,1610612745,HOU,True,121,48,9,39,18,5,6,20,25,42,84,0.5,13,26,0.5,24,32,0.75,117.5,110.6,6.9,103.5,,2024-25
0022400801,1610612750,MIN,False,115,35,7,28,22,10,6,9,22,41,92,0.446,11,38,0.289,22,26,0.846,110.6,117.5,-6.9,103.5,,2024-25
0022400644,1610612744,GSW,True,108,38,11,27,30,10,0,11,15,41,89,0.461,16,46,0.348,10,16,0.625,112.5,121.6,-9.1,96.5,,2024-25
0022400644,1610612747,LAL,False,118,42,10,32,29,8,2,12,13,47,86,0.547,10,29,0.345,14,17,0.824,121.6,112.5,9.1,96.5,,2024-25
0022400875,1610612766,CHA,True,101,47,8,39,20,3,6,17,19,34,86,0.395,11,40,0.275,22,33,0.667,98.1,113.3,-15.3,104.0,,2024-25
0022400875,1610612744,GSW,False,119,54,12,42,33,10,4,8,23,40,95,0.421,18,50,0.36,21,24,0.875,113.3,98.1,15.3,104.0,,2024-25
0022400638,1610612753,ORL,True,121,40,8,32,22,8,4,14,23,40,83,0.482,15,33,0.455,26,38,0.684,117.5,111.9,5.6,102.0,,2024-25
0022400638,1610612765,DET,False,113,41,11,30,22,11,5,16,25,40,86,0.465,10,25,0.4,23,28,0.821,111.9,117.5,-5.6,102.0,,2024-25
0022401131,1610612748,MIA,True,115,52,12,40,24,4,1,10,21,43,102,0.422,15,46,0.326,14,16,0.875,108.5,114.2,-5.7,96.0,,2024-25
0022401131,1610612749,MIL,False,121,47,3,44,29,6,3,9,17,45,87,0.517,8,24,0.333,23,29,0.793,114.2,108.5,5.7,96.0,,2024-25
0022401086,1610612759,SAS,True,106,34,7,27,30,4,3,21,20,40,84,0.476,16,42,0.381,10,16,0.625,101.0,141.0,-40.0,105.0,,2024-25
0022401086,1610612744,GSW,False,148,44,10,34,42,17,3,12,15,56,97,0.577,21,44,0.477,15,19,0.789,141.0,101.0,40.0,105.0,,2024-25
0022400331,1610612759,SAS,True,124,41,15,26,26,11,4,11,17,44,95,0.463,8,28,0.286,28,39,0.718,117.0,131.1,-14.2,106.0,,2024-25
0022400331,1610612741,CHI,False,139,50,11,39,36,6,5,17,26,52,90,0.578,17,37,0.459,18,23,0.783,131.1,117.0,14.2,106.0,,2024-25
0022400097,1610612754,IND,True,114,37,7,30,28,8,4,19,26,39,84,0.464,13,32,0.406,23,34,0.676,105.6,108.3,-2.7,98.26,,2024-25
0022400097,1610612755,PHI,False,118,54,20,34,15,9,4,19,26,42,98,0.429,11,42,0.262,23,31,0.742,108.3,105.6,2.7,98.26,,2024-25
0022401037,1610612754,IND,True,119,46,9,37,30,9,5,11,12,46,94,0.489,13,35,0.371,14,14,1.0,114.4,100.0,14.4,103.5,,2024-25
0022401037,1610612750,MIN,False,103,45,9,36,26,5,3,17,13,44,91,0.484,9,35,0.257,6,10,0.6,100.0,114.4,-14.4,103.5,,2024-25
0022400144,1610612745,HOU,True,121,49,18,31,27,10,6,11,32,44,107,0.411,15,45,0.333,18,24,0.75,113.1,118.7,-5.6,96.91,,2024-25
0022400144,1610612744,GSW,False,127,47,9,38,26,5,4,14,22,40,78,0.513,15,32,0.469,32,50,0.64,118.7,113.1,5.6,96.91,,2024-25
0022400737,1610612751,BKN,True,102,57,18,39,17,8,13,14,15,39,93,0.419,10,37,0.27,14,18,0.778,108.5,91.5,17.0,94.0,,2024-25
0022400737,1610612748,MIA,False,86,39,11,28,23,9,5,14,19,32,90,0.356,12,40,0.3,10,12,0.833,91.5,108.5,-17.0,94.0,,2024-25
0022400291,1610612764,WAS,True,96,40,11,29,21,9,4,20,18,35,85,0.412,8,33,0.242,18,22,0.818,93.2,118.6,-25.4,102.5,,2024-25
0022400291,1610612746,LAC,False,121,47,13,34,27,18,4,13,19,45,89,0.506,12,33,0.364,19,25,0.76,118.6,93.2,25.4,102.5,,2024-25
0022401212,1610612741,CHI,True,109,52,14,38,27,12,11,16,19,37,93,0.398,14,51,0.275,21,25,0.84,103.8,90.5,13.3,105.0,,2024-25
0022401212,1610612766,CHA,False,95,54,17,37,22,7,5,16,20,35,98,0.357,8,46,0.174,17,21,0.81,90.5,103.8,-13.3,105.0,,2024-25
